SalePrice,GrLivArea,OverallQual,SaleCondition,BldgType,YearBuilt,GarageCars,LotArea,HeatingQC,KitchenQual,MiscVal,YearRemodAdd,YrSold,RoofStyle,SaleType
133000,1573,4,Normal,1Fam,1935,1,6120,Ex,Gd,0,1995,2009,Gable,WD
369900,2028,8,Partial,1Fam,2005,3,11443,Ex,Gd,0,2006,2006,Hip,New
130000,838,6,Normal,1Fam,1918,1,10267,Ex,Fa,0,2000,2008,Gable,WD
137000,860,5,Normal,1Fam,1982,2,8740,TA,TA,0,1982,2009,Hip,WD
143000,1473,5,Partial,1Fam,1968,1,25095,Ex,Ex,0,2003,2009,Flat,WD
79500,935,5,Normal,1Fam,1930,1,9100,TA,TA,600,1960,2008,Gable,WD
185900,1582,7,Normal,1Fam,2004,2,8320,Ex,Gd,0,2004,2008,Gable,WD
451950,2296,10,Normal,1Fam,2008,3,13478,Ex,Ex,0,2008,2009,Gable,ConLI
138000,816,5,Normal,1Fam,1982,2,6600,Ex,TA,0,2003,2008,Gable,WD
140000,848,6,Normal,TwnhsE,2003,2,4435,Ex,Gd,0,2003,2009,Gable,WD
110000,924,5,Normal,1Fam,1975,1,7990,TA,TA,0,1975,2008,Hip,WD
319000,1826,8,Partial,1Fam,2005,3,11302,Ex,Gd,0,2006,2006,Gable,New
114504,1368,6,Normal,1Fam,1910,1,3600,Ex,TA,0,1993,2006,Gable,WD
194201,1402,7,Partial,TwnhsE,2006,3,3922,Ex,Gd,0,2007,2007,Gable,New
217500,1647,5,Normal,1Fam,1977,2,12984,Ex,Gd,0,1977,2006,Gable,WD
151000,1556,6,Normal,Twnhs,1980,2,1950,TA,TA,0,1980,2008,Gable,COD
275000,1904,8,Normal,1Fam,2005,2,10927,Ex,Ex,0,2005,2006,Gable,WD
141000,1375,6,Normal,1Fam,1937,1,9000,TA,Gd,0,1950,2007,Gable,WD
220000,1915,8,Abnorml,1Fam,1992,2,10041,Ex,Gd,0,1992,2006,Gable,WD
151000,1200,7,Normal,TwnhsE,2004,2,3182,Ex,Gd,0,2005,2010,Gable,WD
221000,1494,7,Normal,1Fam,2002,2,12803,Ex,Gd,0,2002,2008,Gable,WD
205000,1986,7,Normal,1Fam,1965,2,13600,TA,TA,0,1990,2009,Gable,WD
152000,1040,5,Normal,1Fam,1996,2,12464,Gd,Gd,0,1996,2009,Gable,WD
225000,2008,5,Normal,1Fam,1948,1,7800,Ex,Ex,0,2002,2006,Gable,WD
359100,3194,8,Alloca,1Fam,1934,2,12168,TA,TA,0,1998,2007,Gable,WD
118500,1029,4,Normal,1Fam,1961,1,7943,Gd,TA,0,1961,2007,Gable,WD
313000,2153,9,Normal,1Fam,2000,3,11050,Ex,Ex,0,2000,2009,Hip,WD
148000,1032,6,Normal,1Fam,1978,2,10395,TA,TA,500,1978,2007,Gable,WD
261500,1872,8,Normal,1Fam,2001,2,11885,Ex,Ex,0,2001,2009,Gable,WD
147000,1120,5,Partial,1Fam,2007,0,8402,Ex,TA,0,2007,2007,Gable,New
75500,630,4,Normal,TwnhsE,1972,0,1491,Ex,TA,0,1972,2010,Gable,WD
137500,1054,6,Abnorml,1Fam,1963,2,8800,Ex,Gd,0,1963,2010,Gable,WD
183200,1509,6,Normal,1Fam,2002,2,7861,Ex,Gd,0,2003,2006,Gable,WD
105500,832,6,Normal,1Fam,1954,2,7227,Gd,Gd,0,1954,2008,Gable,WD
314813,1828,9,Partial,1Fam,2007,3,11694,Ex,Gd,0,2007,2007,Hip,New
305000,2262,8,Normal,1Fam,2003,3,12244,Ex,Gd,0,2003,2008,Hip,WD
67000,864,3,Normal,1Fam,1914,0,8248,TA,TA,0,1950,2008,Gable,WD
240000,2614,6,Normal,1Fam,1974,2,10800,TA,TA,0,1997,2008,Gable,WD
135000,980,5,Normal,1Fam,1977,2,7064,TA,TA,0,1977,2009,Gable,WD
168500,1512,6,Normal,TwnhsE,2000,2,2117,Ex,Gd,0,2000,2007,Gable,WD
165150,1790,6,Normal,1Fam,1972,2,10400,Gd,TA,0,1972,2006,Gable,WD
160000,1116,6,Normal,1Fam,1962,2,10000,TA,TA,0,1962,2010,Hip,WD
139900,1422,5,Normal,1Fam,1960,1,12342,TA,TA,600,1978,2007,Hip,WD
153000,1520,6,Normal,1Fam,1955,1,9600,Ex,TA,0,1972,2010,Gable,WD
135000,2080,5,Family,1Fam,1969,2,11606,TA,Fa,0,1969,2007,Gable,WD
168500,1350,6,Normal,1Fam,1964,2,9020,TA,TA,0,1964,2008,Gable,WD
124000,1750,5,Abnorml,1Fam,1880,1,9000,TA,Ex,0,1991,2006,Gable,WD
209500,1554,8,Normal,Twnhs,2006,2,4590,Ex,Gd,0,2006,2007,Gable,WD
82500,1411,7,Family,1Fam,1977,2,11900,TA,TA,0,1977,2009,Hip,WD
139400,1056,5,Normal,1Fam,1954,1,9250,TA,TA,0,2005,2007,Gable,WD
144000,1056,6,Normal,Duplex,1980,2,6979,Gd,TA,600,1980,2010,Gable,WD
200000,3395,6,Abnorml,2fmCon,1914,0,10896,Ex,Fa,0,1995,2007,Hip,WD
60000,800,2,Normal,1Fam,1936,0,6120,Fa,Fa,0,1950,2009,Gable,ConLw
93000,1387,5,Normal,2fmCon,1954,1,6000,TA,Gd,0,1954,2009,Gable,WD
85000,796,5,Normal,1Fam,1910,0,8777,Gd,TA,0,1950,2008,Gable,WD
264561,1567,8,Partial,TwnhsE,2006,3,3982,Ex,Ex,0,2006,2006,Hip,New
274000,1518,8,Normal,TwnhsE,2003,2,12677,Ex,Ex,0,2004,2008,Hip,WD
226000,1929,7,Normal,1Fam,2001,2,7050,Ex,Gd,0,2001,2007,Gable,WD
345000,2704,8,Normal,1Fam,1972,2,13860,Gd,Ex,0,1995,2009,Gable,WD
152000,1620,5,Normal,1Fam,1969,2,10793,Ex,TA,0,1969,2007,Mansard,WD
370878,1766,9,Partial,1Fam,2009,3,9187,Ex,Ex,0,2009,2009,Gable,New
143250,981,6,Normal,1Fam,1971,2,10530,TA,TA,0,1971,2007,Hip,WD
98300,1048,5,Normal,1Fam,1950,2,7200,Gd,TA,0,1950,2008,Hip,WD
155000,1094,6,Normal,1Fam,1953,2,10452,Ex,TA,0,1953,2008,Hip,WD
155000,1839,6,Normal,1Fam,1966,2,7700,TA,TA,0,1966,2010,Gable,WD
84500,630,4,Normal,Twnhs,1970,0,1936,Gd,TA,0,1970,2007,Gable,WD
205950,1665,7,Normal,1Fam,2007,2,8125,Ex,Gd,0,2007,2008,Gable,WD
108000,1510,4,Normal,1Fam,1940,1,9084,TA,TA,0,1950,2009,Gable,WD
191000,1716,7,Normal,1Fam,1996,2,8750,Ex,Gd,0,1996,2009,Gable,WD
135000,1469,6,Normal,1Fam,1906,1,10320,Ex,TA,0,1995,2008,Gable,WD
350000,2113,8,Normal,1Fam,1995,3,10437,Ex,Gd,0,1995,2008,Hip,WD
88000,1092,6,Family,Twnhs,1971,1,1680,TA,TA,0,1971,2010,Gable,WD
145500,1053,5,Normal,1Fam,1959,1,10007,Ex,Gd,0,2006,2008,Gable,WD
149000,1502,7,Normal,1Fam,1931,1,7200,TA,TA,0,2000,2008,Gable,WD
97500,1458,6,Abnorml,1Fam,1948,1,17503,TA,TA,0,1950,2010,Gable,WD
167000,1486,5,Normal,1Fam,1964,2,9937,Ex,TA,0,1999,2009,Hip,WD
197900,1935,7,Normal,1Fam,1976,2,12384,TA,TA,0,1976,2007,Gable,WD
402000,2448,8,Normal,1Fam,1994,3,46589,Ex,Gd,0,2005,2009,Hip,WD
110000,1392,6,Normal,1Fam,1968,2,13560,Gd,TA,0,1968,2009,Hip,WD
137500,1181,4,Normal,1Fam,1972,2,10012,TA,TA,0,1972,2008,Gable,WD
423000,2097,8,Partial,1Fam,2005,3,20896,Ex,Ex,0,2006,2006,Gable,New
230500,1936,8,Normal,1Fam,2000,2,11194,Ex,Gd,0,2000,2006,Gable,WD
129000,2380,6,Abnorml,1Fam,1965,2,18450,TA,TA,0,1979,2007,Flat,WD
193500,1679,6,Normal,1Fam,1994,2,8125,Ex,Gd,0,1998,2008,Gable,WD
168000,1437,5,Normal,1Fam,1956,2,14175,Gd,TA,0,1987,2006,Gable,WD
137500,1180,4,Normal,1Fam,1922,1,11600,Ex,Fa,0,1950,2006,Gable,WD
173500,1476,6,Normal,1Fam,2005,2,8633,Ex,Gd,0,2005,2009,Gable,WD
103600,1369,6,Normal,1Fam,1925,1,6629,TA,TA,0,1950,2009,Gambrel,WD
165000,1208,6,Normal,1Fam,1977,2,11250,TA,TA,0,1977,2006,Gable,WD
257500,1839,6,Normal,1Fam,1957,2,14442,Ex,Gd,0,2004,2007,Hip,WD
140000,1136,6,Normal,1Fam,1965,1,9200,TA,TA,0,1965,2008,Gable,WD
148500,1441,6,Normal,Twnhs,1978,2,2289,TA,TA,0,1978,2009,Gable,WD
87000,1774,4,Normal,1Fam,1900,3,9600,Fa,TA,0,1950,2006,Gable,WD
109500,792,5,Normal,1Fam,1924,1,9022,Ex,Gd,0,2006,2009,Gable,WD
372500,2046,8,Partial,1Fam,2008,3,11844,Ex,Gd,0,2008,2009,Hip,New
128500,988,5,Normal,1Fam,1961,2,9945,TA,TA,0,1961,2007,Hip,WD
143000,923,6,Normal,TwnhsE,1980,1,8012,TA,TA,0,1980,2010,Gable,WD
159434,1520,5,Abnorml,1Fam,1932,1,4500,Ex,TA,0,2000,2009,Gable,WD
173000,1291,6,Normal,1Fam,1996,2,2887,Ex,Gd,0,1997,2008,Gable,WD
285000,1668,9,Normal,1Fam,2002,3,11248,Ex,Gd,0,2002,2007,Hip,WD
221000,1839,7,Normal,1Fam,1998,2,16770,Gd,TA,0,1998,2010,Gable,WD
207500,2090,7,Normal,TwnhsE,1984,2,5062,Gd,Gd,0,1984,2007,Gable,WD
227875,1761,7,Partial,1Fam,2007,2,10207,Ex,Gd,0,2007,2007,Gable,New
148800,1102,7,Normal,TwnhsE,2004,2,5105,Ex,Gd,0,2004,2007,Gable,WD
392000,1419,8,Partial,1Fam,2007,2,8089,Ex,Gd,0,2007,2007,Gable,New
194700,1362,6,Normal,TwnhsE,2005,2,7577,Ex,Gd,0,2006,2007,Gable,WD
141000,848,6,Normal,TwnhsE,2004,2,4426,Ex,Gd,0,2004,2008,Gable,WD
755000,4316,10,Normal,1Fam,1994,3,21535,Ex,Ex,0,1995,2007,Gable,WD
335000,2519,7,Normal,1Fam,1989,2,26178,Ex,Gd,0,1990,2006,Hip,WD
108480,1073,5,Abnorml,1Fam,1921,1,5400,Ex,TA,0,1968,2006,Gable,WD
141500,1539,5,Normal,1Fam,1936,2,6120,TA,TA,0,1950,2009,Gable,WD
176000,1137,6,Normal,1Fam,1987,2,13811,Gd,Gd,0,1987,2006,Gable,WD
89000,616,5,Normal,1Fam,1921,1,6000,Gd,TA,0,1950,2006,Gable,WD
123500,1148,5,Normal,1Fam,1952,1,6420,Fa,TA,0,1952,2006,Gable,WD
138500,894,5,Normal,1Fam,1965,1,8450,Ex,TA,0,2009,2010,Gable,WD
196000,1391,7,Normal,TwnhsE,2004,2,4282,Ex,Gd,0,2004,2008,Gable,WD
312500,1800,8,Normal,1Fam,2002,3,14331,Ex,Gd,0,2002,2006,Hip,WD
140000,1164,7,Normal,1Fam,1969,2,9600,TA,TA,0,1969,2006,Hip,COD
361919,2576,8,Partial,1Fam,2006,3,12438,Ex,Ex,0,2006,2006,Hip,New
140000,1812,5,Normal,2fmCon,1900,2,7630,Gd,Gd,0,1996,2010,Gable,WD
213000,1484,7,Normal,1Fam,2004,2,8400,Ex,Gd,0,2005,2010,Gable,WD
55000,1092,4,Normal,2fmCon,1930,0,5600,Fa,Fa,3500,1950,2010,Hip,WD
302000,1824,7,Normal,1Fam,1971,2,115149,TA,Gd,0,2002,2007,Gable,WD
254000,1324,8,Normal,TwnhsE,2006,2,6240,Ex,Gd,0,2006,2009,Hip,WD
179540,1456,7,Partial,1Fam,2007,2,9018,Ex,Gd,0,2007,2007,Hip,New
109900,904,5,Abnorml,1Fam,1966,1,7162,TA,TA,0,1966,2008,Gable,WD
52000,729,3,Normal,1Fam,1935,0,4130,Gd,TA,0,2003,2008,Gable,WD
102776,1178,4,Abnorml,1Fam,1900,1,8712,Gd,TA,0,1950,2010,Gable,WD
189000,1228,8,Normal,TwnhsE,1988,2,4671,Gd,Gd,0,1989,2008,Gable,WD
129000,960,4,Normal,2fmCon,1970,2,9873,TA,TA,0,1970,2006,Gable,WD
130500,1479,6,Normal,1Fam,1976,2,13517,Ex,Gd,0,2005,2010,Gable,WD
165000,1350,6,Normal,1Fam,1974,2,10140,TA,TA,0,1974,2009,Hip,WD
159500,2554,7,Normal,1Fam,1890,2,10800,Ex,TA,0,1998,2007,Gable,WD
157000,1178,5,Normal,1Fam,1973,2,10000,Gd,Gd,0,2000,2008,Gable,WD
341000,2418,7,Normal,1Fam,1993,3,10542,Ex,Gd,0,1994,2008,Hip,WD
128500,971,5,Normal,1Fam,1969,1,9920,TA,TA,0,1969,2006,Gable,WD
275000,1742,8,Normal,1Fam,1985,2,6563,TA,Gd,0,1985,2006,Gable,WD
143000,848,6,Normal,TwnhsE,2004,2,4426,Ex,Gd,0,2004,2010,Gable,WD
124500,864,4,Normal,1Fam,1970,2,8120,Ex,TA,0,1970,2009,Gable,WD
135000,1470,4,Normal,1Fam,1954,1,8172,Ex,TA,0,1972,2008,Gable,WD
320000,1698,9,Normal,1Fam,2007,3,13286,Ex,Ex,0,2008,2009,Hip,WD
120500,864,4,Normal,1Fam,1970,2,6960,TA,Gd,500,1970,2009,Gable,WD
222000,1680,6,Normal,1Fam,1988,2,21695,Ex,Gd,0,2007,2009,Hip,WD
194500,1232,7,Normal,1Fam,2007,2,7314,Ex,Gd,0,2007,2009,Gable,WD
110000,1776,5,Abnorml,Duplex,1958,3,11475,TA,TA,0,1958,2009,Gable,COD
103000,1208,4,Normal,1Fam,1925,2,6240,TA,TA,0,1950,2009,Gable,WD
236500,1616,8,Normal,TwnhsE,1995,2,5389,Ex,Gd,0,1996,2010,Gable,WD
187500,1146,7,Normal,1Fam,2003,2,9590,Ex,Gd,0,2003,2007,Gable,WD
222500,2031,7,Normal,1Fam,1998,2,11404,Ex,Gd,0,1999,2008,Gable,WD
131400,1144,5,Normal,1Fam,1961,1,10000,Ex,TA,400,1983,2009,Hip,WD
108000,948,5,Family,1Fam,1968,1,8978,TA,TA,0,1968,2007,Gable,WD
163000,1768,7,Normal,1Fam,1914,2,10800,Fa,TA,0,1970,2006,Gable,WD
93500,1040,3,Normal,Duplex,1950,2,8544,Gd,TA,0,1950,2006,Gable,WD
239900,1801,8,Normal,1Fam,2005,3,10463,Ex,Gd,0,2005,2006,Gable,WD
179000,1200,5,Alloca,Duplex,1987,0,10800,TA,TA,0,1988,2009,Gable,WD
190000,1728,7,Normal,1Fam,2004,2,9313,Ex,Gd,0,2004,2009,Gable,WD
132000,1432,5,Abnorml,1Fam,1910,2,9600,Ex,TA,0,2002,2007,Gable,WD
142000,912,6,Normal,1Fam,1961,1,6768,Gd,Gd,0,1996,2008,Hip,WD
179000,1349,7,Normal,1Fam,2000,2,8450,Ex,TA,0,2001,2007,Gable,WD
175000,1464,5,Normal,1Fam,1963,2,12886,Ex,TA,0,1999,2009,Gable,WD
180000,1337,8,Normal,TwnhsE,1993,2,5395,Gd,Gd,0,1993,2008,Gable,WD
299800,2715,8,Normal,1Fam,1976,2,8963,Ex,Gd,0,1996,2008,Hip,WD
236000,2256,7,Normal,1Fam,2000,2,8795,Ex,Gd,0,2000,2009,Gable,WD
265979,2640,7,Normal,1Fam,1880,4,11700,TA,Gd,0,2003,2009,Mansard,WD
260400,1720,7,Normal,1Fam,1996,2,10593,Ex,Gd,0,1996,2010,Hip,WD
98000,1529,4,Normal,1Fam,1945,1,8405,TA,TA,0,1950,2009,Gable,WD
96500,1140,4,Normal,1Fam,1910,0,8800,Gd,TA,0,2004,2010,Gable,WD
162000,1320,7,Normal,1Fam,2003,2,7750,Ex,Gd,0,2003,2007,Gable,WD
217000,1494,6,Normal,1Fam,1997,2,9236,Ex,Gd,0,1997,2006,Gable,WD
275500,2098,8,Normal,1Fam,2005,3,10240,Gd,Ex,0,2005,2006,Gable,WD
156000,1026,6,Normal,1Fam,1969,2,7930,Gd,Gd,0,2005,2009,Gable,WD
172500,1471,6,Normal,TwnhsE,1999,2,3230,Gd,TA,0,1999,2009,Gable,WD
212000,1768,8,Normal,1Fam,2007,2,10769,Ex,Gd,0,2007,2009,Gable,WD
158900,1386,6,Abnorml,1Fam,1978,2,11616,TA,TA,0,1978,2010,Hip,WD
179400,1501,7,Normal,Twnhs,1999,2,2280,Gd,TA,0,1999,2008,Gable,WD
290000,2531,8,Normal,1Fam,1995,3,12257,Ex,Gd,0,1995,2007,Gable,WD
127500,864,6,Normal,1Fam,1959,1,9100,Ex,TA,450,1959,2009,Hip,WD
100000,1301,5,Normal,1Fam,1924,2,6911,TA,Fa,0,1950,2009,Gable,WD
215200,1547,7,Normal,1Fam,2009,2,8640,Ex,Gd,0,2009,2010,Gable,Con
337000,2365,8,Normal,1Fam,1999,3,9430,Ex,Gd,0,1999,2009,Gable,WD
270000,1494,8,Normal,TwnhsE,1995,2,9549,Ex,Ex,0,1996,2006,Hip,WD
264132,1506,9,Partial,1Fam,2008,2,14587,Ex,Ex,0,2008,2008,Gable,New
196500,1714,7,Normal,1Fam,1988,2,10421,TA,TA,500,1988,2010,Gable,WD
160000,1750,6,Normal,1Fam,1940,1,12508,Ex,TA,1300,1985,2008,Gable,WD
216837,1836,7,Normal,1Fam,2004,2,9100,Ex,Gd,0,2005,2006,Hip,WD
538000,3279,8,Normal,1Fam,2003,3,53504,Ex,Ex,0,2003,2010,Hip,WD
134900,858,5,Normal,1Fam,1982,2,7252,TA,TA,0,1982,2009,Hip,WD
102000,1220,4,Normal,1Fam,1951,2,8877,TA,TA,0,1951,2006,Gable,COD
107000,1117,6,Abnorml,1Fam,1976,2,7819,TA,TA,0,1976,2010,Gable,WD
114500,912,5,Normal,1Fam,1958,1,10150,Ex,TA,0,1958,2007,Gable,COD
395000,1973,8,Partial,1Fam,2006,3,14226,Gd,Gd,0,2006,2007,Hip,New
162000,1204,6,Normal,TwnhsE,1998,2,4500,Ex,TA,0,1998,2009,Hip,WD
221500,1614,7,Partial,1Fam,2005,3,11210,Ex,Gd,0,2006,2006,Gable,New
142500,894,5,Normal,1Fam,1974,2,13350,TA,TA,0,1974,2006,Hip,WD
144000,2020,5,Normal,Duplex,1977,2,8400,TA,TA,0,1977,2007,Gable,WD
135000,1004,6,Normal,Duplex,1977,2,10530,TA,TA,0,1977,2006,Gable,WD
176000,1253,7,Normal,1Fam,1995,2,7875,Gd,TA,0,1996,2007,Gable,WD
175900,1603,6,Normal,1Fam,1992,2,7153,Ex,Gd,0,1992,2006,Gable,WD
187100,1430,7,Normal,1Fam,2001,2,16285,Ex,Gd,0,2002,2009,Gable,WD
165500,1110,5,Normal,1Fam,1978,2,9101,Ex,Gd,0,1978,2009,Gable,WD
128000,1484,6,Normal,1Fam,1914,0,6300,Ex,TA,0,2001,2008,Gable,WD
161500,1342,6,Normal,1Fam,1967,2,9790,TA,TA,0,1967,2009,Gable,WD
139000,1652,5,Normal,1Fam,1915,1,10800,TA,TA,1200,1950,2010,Gable,WD
233000,2084,7,Normal,1Fam,2004,2,10142,Ex,Gd,0,2004,2010,Gable,WD
107900,901,4,Normal,1Fam,1954,1,6000,Ex,TA,0,2000,2008,Gable,WD
187500,2087,6,Normal,1Fam,1966,2,12205,Gd,Gd,0,2007,2007,Gable,WD
160200,1145,7,Normal,TwnhsE,2005,2,3182,Ex,Gd,0,2006,2009,Gable,WD
146800,1062,6,Normal,1Fam,1976,2,11333,TA,TA,0,1976,2007,Gable,WD
269790,2013,7,Normal,1Fam,1996,2,9920,Ex,TA,0,1997,2007,Gable,WD
225000,1496,8,Partial,1Fam,2007,2,9158,Ex,Gd,0,2007,2007,Gable,New
194500,1895,7,Normal,1Fam,1994,2,10832,Ex,Gd,500,1996,2008,Gable,WD
171000,1564,6,Normal,1Fam,1980,2,8400,TA,TA,0,1981,2010,Gable,WD
143500,1285,6,Normal,1Fam,1977,2,8197,Ex,TA,0,1977,2007,Gable,WD
110000,773,5,Abnorml,1Fam,1953,1,7677,Gd,TA,0,1953,2008,Gable,WD
485000,3140,9,Partial,1Fam,2008,3,13518,Ex,Ex,0,2009,2009,Hip,New
175000,1768,5,Normal,1Fam,1937,1,7200,Ex,Gd,0,1950,2007,Gable,WD
200000,1688,6,Normal,1Fam,1997,2,12798,Gd,Gd,400,1997,2008,Gable,WD
109900,1196,4,Normal,1Fam,1916,2,4800,Ex,TA,0,1990,2007,Gable,WD
189000,1456,7,Normal,1Fam,2005,2,8199,Ex,Gd,0,2005,2008,Gable,WD
582933,2822,9,Partial,1Fam,2008,3,13891,Ex,Ex,0,2009,2009,Hip,New
118000,1128,5,Family,1Fam,1954,1,9000,TA,TA,0,1954,2006,Gable,WD
227680,1428,7,Partial,1Fam,2008,2,12274,Ex,Ex,0,2008,2008,Gable,New
135500,980,5,Normal,1Fam,1967,1,9750,Gd,TA,0,1967,2006,Gable,WD
223500,1576,5,Normal,1Fam,1923,2,21384,Ex,Gd,0,2004,2009,Gable,WD
159950,1086,5,Normal,1Fam,1966,2,13400,TA,TA,0,1966,2006,Gable,WD
106000,2138,5,Normal,1Fam,1898,2,8100,TA,TA,0,1965,2009,Hip,WD
181000,1309,6,Normal,1Fam,1974,2,10140,Fa,Gd,0,1999,2006,Hip,WD
144500,848,6,Normal,TwnhsE,2004,2,4438,Ex,Gd,0,2004,2008,Gable,ConLD
55993,1044,5,Alloca,1Fam,1952,2,8712,TA,Fa,54,1952,2010,Hip,WD
157900,1442,6,Normal,1Fam,1958,1,9750,Gd,TA,500,1958,2007,Gable,COD
116000,1250,5,Normal,1Fam,1918,1,8248,Gd,Fa,0,1950,2006,Gable,WD
224900,1661,7,Normal,1Fam,1998,2,12137,Ex,Gd,0,1998,2010,Gable,WD
137000,1008,5,Normal,1Fam,1954,1,11425,Gd,TA,0,1954,2006,Gable,WD
271000,1689,8,Normal,1Fam,2002,3,13265,Ex,Gd,0,2002,2008,Hip,WD
155000,1052,6,Normal,1Fam,1971,2,8816,Gd,TA,0,1971,2010,Gable,WD
224000,1358,7,Partial,TwnhsE,2009,2,6371,Ex,Gd,0,2010,2010,Gable,New
183000,1640,7,Normal,1Fam,2003,2,7226,Ex,Gd,0,2003,2008,Gable,WD
93000,936,4,Normal,2fmCon,1953,2,6000,TA,TA,0,1953,2009,Gable,WD
225000,1733,7,Family,1Fam,2003,2,12394,Ex,Gd,0,2003,2007,Gable,WD
139500,1489,6,Normal,1Fam,1940,1,9900,TA,TA,0,1950,2009,Gable,WD
232600,1489,8,Partial,1Fam,2006,2,11216,Ex,Gd,0,2006,2006,Gable,New
385000,2084,10,Partial,1Fam,2007,3,14803,Ex,Ex,0,2008,2008,Hip,New
109500,784,5,Normal,1Fam,1924,0,6130,Gd,Gd,0,1950,2008,Gable,WD
189000,1434,7,Normal,1Fam,2001,2,8529,Ex,Gd,0,2001,2009,Gable,WD
185000,2126,5,Abnorml,1Fam,1967,2,28698,TA,TA,0,1967,2009,Flat,WD
147400,1223,7,Normal,Twnhs,2005,2,2544,Ex,Gd,0,2005,2006,Gable,WD
166000,1392,6,Normal,1Fam,1957,2,11900,TA,TA,0,1957,2008,Gable,WD
151000,1200,7,Normal,TwnhsE,2005,2,3180,Ex,Gd,0,2005,2006,Gable,WD
237000,1829,7,Normal,1Fam,2003,2,9548,Ex,Gd,0,2003,2010,Gable,WD
167000,1516,6,Normal,1Fam,1964,2,10004,TA,TA,0,1964,2009,Gable,WD
139950,1144,5,Normal,1Fam,1961,2,7875,Gd,TA,0,1961,2008,Gable,WD
128000,1067,4,Normal,1Fam,1950,2,9600,TA,Gd,0,1995,2010,Gable,WD
153500,1559,5,Normal,1Fam,1948,2,8100,Gd,TA,0,1973,2007,Gable,COD
100000,987,6,Normal,Twnhs,1973,1,1680,TA,TA,0,1973,2008,Gable,WD
144000,1099,5,Normal,1Fam,1995,1,9525,Ex,Gd,0,2006,2008,Gable,WD
130500,1200,5,Normal,1Fam,1946,1,11767,Ex,TA,0,1995,2008,Gable,WD
140000,1482,6,Normal,1Fam,1925,1,12155,TA,Fa,0,1950,2008,Gable,WD
157500,1539,5,Normal,1Fam,1904,2,10440,Gd,Gd,0,2002,2008,Gable,WD
174900,1165,6,Normal,1Fam,1966,2,9020,TA,TA,0,1966,2008,Gable,WD
141000,1800,5,Normal,Duplex,1961,0,8000,Ex,TA,0,1961,2007,Gable,WD
153900,1416,5,Normal,1Fam,1915,3,12665,Gd,TA,0,1950,2008,Gable,WD
171000,1701,5,Normal,1Fam,1975,2,16647,TA,TA,0,1981,2007,Gable,WD
213000,1775,7,Normal,1Fam,1993,2,9317,Ex,Gd,0,1993,2009,Gable,WD
133500,864,5,Normal,1Fam,1972,1,15523,Ex,TA,0,1972,2009,Gable,WD
240000,2358,6,Normal,1Fam,1908,2,45600,TA,TA,0,1997,2008,Gable,WD
187000,1855,6,Normal,1Fam,1976,2,9600,Ex,TA,0,1994,2007,Hip,WD
131500,848,6,Normal,TwnhsE,2003,2,4435,Ex,Gd,0,2003,2007,Gable,WD
215000,1456,8,Normal,TwnhsE,2003,2,3196,Ex,Gd,0,2003,2006,Gable,WD
164000,1646,7,Normal,1Fam,1941,1,7128,Gd,TA,0,1950,2007,Gable,WD
158000,1445,6,Normal,1Fam,1964,2,12095,TA,TA,0,1964,2009,Gable,WD
170000,1779,5,Abnorml,1Fam,1955,2,17920,TA,TA,0,1974,2006,Hip,WD
127000,1040,5,Normal,1Fam,1962,1,6897,Ex,TA,0,2010,2010,Gable,WD
147000,1026,6,Normal,1Fam,1978,2,10970,TA,TA,0,1978,2008,Gable,WD
174000,1481,6,Normal,1Fam,1994,2,8125,Gd,TA,0,1995,2009,Gable,WD
152000,1370,7,Family,1Fam,1976,2,10400,TA,TA,0,1976,2009,Gable,WD
250000,2654,6,Normal,1Fam,1968,2,11029,TA,Gd,0,1984,2006,Gable,WD
189950,1426,7,Normal,1Fam,1918,1,7642,Gd,Gd,0,1998,2007,Gable,WD
131500,1039,5,Normal,2fmCon,1965,2,11625,Ex,TA,0,1965,2010,Hip,WD
152000,1097,6,Normal,1Fam,1984,2,9672,TA,TA,0,1985,2010,Hip,WD
132500,1148,5,Normal,1Fam,1959,1,7931,TA,TA,0,1959,2009,Hip,WD
250580,1372,7,Partial,1Fam,2007,2,8640,Ex,Gd,0,2008,2008,Gable,New
148500,1002,5,Normal,1Fam,1970,2,8750,TA,TA,0,1970,2009,Gable,WD
248900,1646,8,Partial,1Fam,2006,3,10656,Ex,Gd,0,2007,2007,Gable,New
129000,1120,4,Normal,1Fam,1961,2,6970,TA,Fa,400,1961,2007,Gable,WD
169000,2320,5,Normal,1Fam,1948,2,14762,Gd,TA,0,1950,2006,Gable,WD
236000,1949,7,Normal,1Fam,1993,2,9938,Ex,Gd,0,1994,2010,Gable,WD
109500,894,5,Normal,1Fam,1962,1,6600,Gd,TA,0,1962,2009,Hip,WD
200500,1682,6,Normal,1Fam,1998,2,8750,Ex,Gd,0,1998,2010,Gable,WD
116000,910,5,Normal,1Fam,1953,2,8892,Gd,Gd,0,1996,2008,Gable,WD
133000,1268,5,Normal,1Fam,1949,1,12144,Gd,TA,0,1950,2009,Gable,WD
66500,1131,5,Abnorml,1Fam,1941,1,5720,Ex,TA,0,1950,2009,Gable,WD
303477,2610,8,Partial,1Fam,2007,2,9000,Ex,Ex,0,2007,2007,Gable,New
132250,1040,4,Normal,1Fam,1963,2,25286,Gd,TA,0,1963,2007,Gable,WD
